tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,tripduration_sec
1401,2019-08-01 00:02:14.7550,2019-08-01 00:25:36.1970,3687.0,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,259.0,South St & Whitehall St,40.70122128,-74.01234218,39838,Subscriber,1963,1,1970-01-01 00:23:21
303,2019-08-01 00:02:18.4720,2019-08-01 00:07:21.5850,493.0,W 45 St & 6 Ave,40.7568001,-73.98291153,359.0,E 47 St & Park Ave,40.75510267,-73.97498696,31114,Subscriber,1975,1,1970-01-01 00:05:03
1152,2019-08-01 00:02:21.2260,2019-08-01 00:21:33.4970,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,489.0,10 Ave & W 28 St,40.75066386,-74.00176802,39365,Subscriber,1988,1,1970-01-01 00:19:12
828,2019-08-01 00:02:31.8480,2019-08-01 00:16:20.2860,285.0,Broadway & E 14 St,40.73454567,-73.99074142,3255.0,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,20975,Subscriber,1983,1,1970-01-01 00:13:48
254,2019-08-01 00:02:34.5170,2019-08-01 00:06:49.4570,3082.0,Hope St & Union Ave,40.71167351,-73.95141312,3094.0,Graham Ave & Withers St,40.7169811,-73.94485918,25815,Subscriber,1979,1,1970-01-01 00:04:14
566,2019-08-01 00:02:36.8040,2019-08-01 00:12:02.9790,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,326.0,E 11 St & 1 Ave,40.72953837,-73.98426726,33316,Customer,1969,0,1970-01-01 00:09:26
1901,2019-08-01 00:02:38.5960,2019-08-01 00:34:19.9530,116.0,W 17 St & 8 Ave,40.74177603,-74.00149746,3508.0,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,25816,Subscriber,1991,2,1970-01-01 00:31:41
464,2019-08-01 00:02:38.8220,2019-08-01 00:10:22.9020,353.0,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,3335.0,Union St & 4 Ave,40.6772744,-73.98282002,21050,Subscriber,1993,1,1970-01-01 00:07:44
502,2019-08-01 00:02:44.3760,2019-08-01 00:11:07.0090,326.0,E 11 St & 1 Ave,40.72953837,-73.98426726,400.0,Pitt St & Stanton St,40.71926081,-73.98178024,30081,Subscriber,2001,1,1970-01-01 00:08:22
673,2019-08-01 00:02:45.8520,2019-08-01 00:13:58.9580,3553.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,3495.0,E 114 St & 1 Ave,40.7945663,-73.9362541,19287,Customer,1995,2,1970-01-01 00:11:13
380,2019-08-01 00:02:47.1030,2019-08-01 00:09:07.2500,3461.0,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,363.0,West Thames St,40.70834698,-74.01713445,25764,Subscriber,1997,1,1970-01-01 00:06:20
2586,2019-08-01 00:02:47.1490,2019-08-01 00:45:53.9170,127.0,Barrow St & Hudson St,40.73172428,-74.00674436,319.0,Fulton St & Broadway,40.711066,-74.009447,39011,Subscriber,1987,2,1970-01-01 00:43:06
787,2019-08-01 00:02:48.5500,2019-08-01 00:15:55.7020,3749.0,Lexington Ave & E 36 St,40.7475739589548,-73.9788007736206,3712.0,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,14590,Subscriber,1969,2,1970-01-01 00:13:07
403,2019-08-01 00:02:57.1820,2019-08-01 00:09:40.9810,3711.0,E 13 St & Avenue A,40.72966729392978,-73.98067966103554,3737.0,Stanton St & Norfolk St,40.720747,-73.986274,31077,Subscriber,1977,1,1970-01-01 00:06:43
105,2019-08-01 00:02:57.3120,2019-08-01 00:04:42.5570,436.0,Hancock St & Bedford Ave,40.68216564,-73.95399026,344.0,Monroe St & Bedford Ave,40.6851443,-73.95380904,35022,Subscriber,1989,0,1970-01-01 00:01:45
538,2019-08-01 00:03:05.0920,2019-08-01 00:12:03.4350,295.0,Pike St & E Broadway,40.71406667,-73.99293911,264.0,Maiden Ln & Pearl St,40.70706456,-74.00731853,34108,Customer,1997,1,1970-01-01 00:08:58
120,2019-08-01 00:03:06.5470,2019-08-01 00:05:06.6430,3360.0,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,3171.0,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,39311,Subscriber,1985,1,1970-01-01 00:02:00
643,2019-08-01 00:03:20.9770,2019-08-01 00:14:04.6920,3734.0,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,3286.0,E 89 St & 3 Ave,40.7806284,-73.9521667,19132,Subscriber,1978,1,1970-01-01 00:10:43
1389,2019-08-01 00:03:22.2340,2019-08-01 00:26:32.1400,415.0,Pearl St & Hanover Square,40.7047177,-74.00926027,331.0,Pike St & Monroe St,40.71173107,-73.99193043,32065,Customer,1996,1,1970-01-01 00:23:09
371,2019-08-01 00:03:24.0360,2019-08-01 00:09:35.2460,3711.0,E 13 St & Avenue A,40.72966729392978,-73.98067966103554,3737.0,Stanton St & Norfolk St,40.720747,-73.986274,34262,Subscriber,1980,1,1970-01-01 00:06:11
1662,2019-08-01 00:03:25.3200,2019-08-01 00:31:07.8320,415.0,Pearl St & Hanover Square,40.7047177,-74.00926027,264.0,Maiden Ln & Pearl St,40.70706456,-74.00731853,18066,Customer,1969,0,1970-01-01 00:27:42
1051,2019-08-01 00:03:27.6090,2019-08-01 00:20:59.1830,460.0,S 4 St & Wythe Ave,40.71285887,-73.96590294,350.0,Clinton St & Grand St,40.71559509,-73.9870295,20182,Customer,1969,0,1970-01-01 00:17:31
1382,2019-08-01 00:03:27.9000,2019-08-01 00:26:30.3060,415.0,Pearl St & Hanover Square,40.7047177,-74.00926027,331.0,Pike St & Monroe St,40.71173107,-73.99193043,30891,Subscriber,1996,1,1970-01-01 00:23:02
289,2019-08-01 00:03:27.9680,2019-08-01 00:08:17.2820,3260.0,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,285.0,Broadway & E 14 St,40.73454567,-73.99074142,28334,Subscriber,1992,1,1970-01-01 00:04:49
194,2019-08-01 00:03:32.1170,2019-08-01 00:06:46.2950,437.0,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,3241.0,Monroe St & Tompkins Ave,40.686203,-73.944694,39170,Subscriber,1988,1,1970-01-01 00:03:14
428,2019-08-01 00:03:37.2320,2019-08-01 00:10:45.4610,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,3233.0,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,32950,Customer,1991,1,1970-01-01 00:07:08
289,2019-08-01 00:03:42.4600,2019-08-01 00:08:31.9060,3260.0,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,285.0,Broadway & E 14 St,40.73454567,-73.99074142,35025,Customer,1992,1,1970-01-01 00:04:49
613,2019-08-01 00:03:54.4710,2019-08-01 00:14:08.4000,3598.0,Newton Rd & 44 St,40.7595701,-73.9142678,3575.0,Crescent St & 34 Ave,40.76108,-73.930562,20808,Subscriber,1989,1,1970-01-01 00:10:13
424,2019-08-01 00:03:55.8160,2019-08-01 00:11:00.8090,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,394.0,E 9 St & Avenue C,40.72521311,-73.97768752,38375,Subscriber,1995,2,1970-01-01 00:07:04
222,2019-08-01 00:03:58.3800,2019-08-01 00:07:41.0560,3507.0,Park Ave & E 124 St,40.8045555,-73.9396861,3501.0,E 118 St & Madison Ave,40.8014866,-73.9442507,18583,Subscriber,1990,1,1970-01-01 00:03:42
278,2019-08-01 00:03:58.5970,2019-08-01 00:08:37.3550,461.0,E 20 St & 2 Ave,40.73587678,-73.98205027,402.0,Broadway & E 22 St,40.7403432,-73.98955109,38941,Subscriber,1979,1,1970-01-01 00:04:38
498,2019-08-01 00:04:00.2600,2019-08-01 00:12:18.7510,3285.0,W 87 St & Amsterdam Ave,40.78839,-73.9747,3320.0,Central Park West & W 100 St,40.79406660818552,-73.96286845207214,32138,Subscriber,1962,2,1970-01-01 00:08:18
1654,2019-08-01 00:04:01.3180,2019-08-01 00:31:35.3980,382.0,University Pl & E 14 St,40.73492695,-73.99200509,3783.0,Cliff St & Fulton St,40.70838,-74.00495,29129,Subscriber,1984,1,1970-01-01 00:27:34
482,2019-08-01 00:04:04.2270,2019-08-01 00:12:06.5780,3285.0,W 87 St & Amsterdam Ave,40.78839,-73.9747,3164.0,Columbus Ave & W 72 St,40.7770575,-73.97898475,39543,Subscriber,1955,1,1970-01-01 00:08:02
704,2019-08-01 00:04:07.1090,2019-08-01 00:15:51.7570,312.0,Allen St & Stanton St,40.722055,-73.989111,380.0,W 4 St & 7 Ave S,40.73401143,-74.00293877,30047,Customer,1981,1,1970-01-01 00:11:44
775,2019-08-01 00:04:16.8860,2019-08-01 00:17:12.5580,347.0,Greenwich St & W Houston St,40.728846,-74.008591,363.0,West Thames St,40.70834698,-74.01713445,21061,Subscriber,1965,1,1970-01-01 00:12:55
414,2019-08-01 00:04:31.2390,2019-08-01 00:11:26.2020,3399.0,7 St & 3 Ave,40.67260298150126,-73.98983001708984,3361.0,Carroll St & 6 Ave,40.6740886,-73.9787282,32119,Subscriber,1959,1,1970-01-01 00:06:54
367,2019-08-01 00:04:44.7550,2019-08-01 00:10:52.5980,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,3233.0,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,25769,Customer,1998,2,1970-01-01 00:06:07
277,2019-08-01 00:04:59.8010,2019-08-01 00:09:37.2220,291.0,Madison St & Montgomery St,40.713126,-73.984844,291.0,Madison St & Montgomery St,40.713126,-73.984844,39268,Subscriber,1978,2,1970-01-01 00:04:37
754,2019-08-01 00:05:00.3960,2019-08-01 00:17:34.6150,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,3686.0,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871246,38754,Subscriber,1951,1,1970-01-01 00:12:34
688,2019-08-01 00:05:09.6270,2019-08-01 00:16:38.4130,476.0,E 31 St & 3 Ave,40.74394314,-73.97966069,3733.0,Avenue C & E 18 St,40.730563,-73.973984,32077,Subscriber,1987,1,1970-01-01 00:11:28
1133,2019-08-01 00:05:15.6630,2019-08-01 00:24:08.9520,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,3285.0,W 87 St & Amsterdam Ave,40.78839,-73.9747,17886,Customer,1999,1,1970-01-01 00:18:53
1120,2019-08-01 00:05:24.5360,2019-08-01 00:24:04.6600,173.0,Broadway & W 49 St,40.76068327096592,-73.9845272898674,3285.0,W 87 St & Amsterdam Ave,40.78839,-73.9747,38270,Customer,1997,2,1970-01-01 00:18:40
243,2019-08-01 00:05:33.9810,2019-08-01 00:09:37.7950,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,403.0,E 2 St & 2 Ave,40.72502876,-73.99069656,25893,Subscriber,1978,1,1970-01-01 00:04:03
539,2019-08-01 00:05:48.2590,2019-08-01 00:14:47.7570,3711.0,E 13 St & Avenue A,40.72966729392978,-73.98067966103554,311.0,Norfolk St & Broome St,40.7172274,-73.98802084,28130,Subscriber,1986,1,1970-01-01 00:08:59
518,2019-08-01 00:05:51.7130,2019-08-01 00:14:30.0100,3161.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,32692,Subscriber,1983,1,1970-01-01 00:08:38
1466,2019-08-01 00:05:52.0210,2019-08-01 00:30:18.2670,327.0,Vesey Pl & River Terrace,40.7153379,-74.01658354,515.0,W 43 St & 10 Ave,40.76009437,-73.99461843,14769,Subscriber,1992,1,1970-01-01 00:24:26
1427,2019-08-01 00:05:53.0570,2019-08-01 00:29:40.5650,3763.0,Wyckoff Av & Jefferson St,40.707165,-73.923711,399.0,Lafayette Ave & St James Pl,40.68851534,-73.9647628,38966,Customer,1979,1,1970-01-01 00:23:47
748,2019-08-01 00:05:57.2640,2019-08-01 00:18:25.6120,346.0,Bank St & Hudson St,40.73652889,-74.00618026,531.0,Forsyth St & Broome St,40.71893904,-73.99266288,31227,Subscriber,1989,1,1970-01-01 00:12:28
338,2019-08-01 00:05:57.6580,2019-08-01 00:11:35.6730,3467.0,W Broadway & Spring Street,40.72494672359416,-74.00165855884552,401.0,Allen St & Rivington St,40.72019576,-73.98997825,15436,Subscriber,1983,1,1970-01-01 00:05:38
342,2019-08-01 00:05:58.1190,2019-08-01 00:11:40.7980,3427.0,Lafayette St & Jersey St S,40.72430527250332,-73.99600982666016,438.0,St Marks Pl & 1 Ave,40.72779126,-73.98564945,30059,Customer,1988,2,1970-01-01 00:05:42
759,2019-08-01 00:06:00.0160,2019-08-01 00:18:39.7710,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,508.0,W 46 St & 11 Ave,40.76341379,-73.99667444,38107,Subscriber,1988,1,1970-01-01 00:12:39
923,2019-08-01 00:06:03.3770,2019-08-01 00:21:26.7450,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,531.0,Forsyth St & Broome St,40.71893904,-73.99266288,39442,Subscriber,1979,1,1970-01-01 00:15:23
191,2019-08-01 00:06:04.7220,2019-08-01 00:09:16.2560,3167.0,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,3161.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,33227,Subscriber,1997,1,1970-01-01 00:03:11
657,2019-08-01 00:06:06.7760,2019-08-01 00:17:04.3680,297.0,E 15 St & 3 Ave,40.734232,-73.986923,405.0,Washington St & Gansevoort St,40.739323,-74.008119,28055,Subscriber,1999,1,1970-01-01 00:10:57
336,2019-08-01 00:06:08.1980,2019-08-01 00:11:44.9370,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,151.0,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,38119,Subscriber,1989,1,1970-01-01 00:05:36
545,2019-08-01 00:06:08.5190,2019-08-01 00:15:13.9440,325.0,E 19 St & 3 Ave,40.73624527,-73.98473765,3255.0,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,29895,Subscriber,1982,1,1970-01-01 00:09:05
683,2019-08-01 00:06:11.1850,2019-08-01 00:17:34.5660,469.0,Broadway & W 53 St,40.76344058,-73.98268129,422.0,W 59 St & 10 Ave,40.770513,-73.988038,18360,Subscriber,1988,1,1970-01-01 00:11:23
196,2019-08-01 00:06:14.5090,2019-08-01 00:09:31.4510,3167.0,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,3161.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,27363,Customer,1969,0,1970-01-01 00:03:16
398,2019-08-01 00:06:21.8060,2019-08-01 00:13:00.3680,3504.0,E 123 St & Lexington Ave,40.8029263,-73.9379,3501.0,E 118 St & Madison Ave,40.8014866,-73.9442507,26813,Subscriber,1993,1,1970-01-01 00:06:38
